Ingredient,Substitute,Context,Equivalent
tarragon,1 tablespoon marjoram,"The category is: European Herbs. The French are especially fond of this aromatic, anise-like herb.  They often use it to flavor delicately flavored foods like eggs, fish, cheese, and chicken, and it's an indispensable ingredient in sauce béarnaise and in the herb mixture the French call fines herbes.  Use it sparingly--a little goes a long way.  Frozen tarragon is an excellent substitute for fresh, but use the dried version only in a pinch.",1 tablespoon tarragon
tarragon,1 tablespoon chervil,"The category is: European Herbs. The French are especially fond of this aromatic, anise-like herb.  They often use it to flavor delicately flavored foods like eggs, fish, cheese, and chicken, and it's an indispensable ingredient in sauce béarnaise and in the herb mixture the French call fines herbes.  Use it sparingly--a little goes a long way.  Frozen tarragon is an excellent substitute for fresh, but use the dried version only in a pinch.",1 tablespoon tarragon
tarragon,1 tablespoon parsley,"The category is: European Herbs. The French are especially fond of this aromatic, anise-like herb.  They often use it to flavor delicately flavored foods like eggs, fish, cheese, and chicken, and it's an indispensable ingredient in sauce béarnaise and in the herb mixture the French call fines herbes.  Use it sparingly--a little goes a long way.  Frozen tarragon is an excellent substitute for fresh, but use the dried version only in a pinch.",1 tablespoon tarragon
tarragon,1 tablespoon angelica,"The category is: European Herbs. The French are especially fond of this aromatic, anise-like herb.  They often use it to flavor delicately flavored foods like eggs, fish, cheese, and chicken, and it's an indispensable ingredient in sauce béarnaise and in the herb mixture the French call fines herbes.  Use it sparingly--a little goes a long way.  Frozen tarragon is an excellent substitute for fresh, but use the dried version only in a pinch.",1 tablespoon tarragon
tarragon,1 tablespoon fennel seed,"The category is: European Herbs. The French are especially fond of this aromatic, anise-like herb.  They often use it to flavor delicately flavored foods like eggs, fish, cheese, and chicken, and it's an indispensable ingredient in sauce béarnaise and in the herb mixture the French call fines herbes.  Use it sparingly--a little goes a long way.  Frozen tarragon is an excellent substitute for fresh, but use the dried version only in a pinch.",1 tablespoon tarragon
tarragon,1 tablespoon anise seed,"The category is: European Herbs. The French are especially fond of this aromatic, anise-like herb.  They often use it to flavor delicately flavored foods like eggs, fish, cheese, and chicken, and it's an indispensable ingredient in sauce béarnaise and in the herb mixture the French call fines herbes.  Use it sparingly--a little goes a long way.  Frozen tarragon is an excellent substitute for fresh, but use the dried version only in a pinch.",1 tablespoon tarragon
tarragon vinegar,1 tablespoon tarragon fresh + 1 cup white wine vinegar or champagne vinegar,"The category is: Vinegars. This popular herb vinegar is used to make Béarnaise sauce and vinaigrettes. It's easy to make at home. Just put one or two sprigs of clean, fresh tarragon in a bottle of warm white wine vinegar, tightly seal the bottle, and let it stand for at least a few days.The sprigs will eventually become bitter, so remove or replace them after a few weeks. Make sure that the vinegar you use has an acidity level of at least 5% (this information is given on the label). Don't add too much tarragon to the bottle, or you may reduce the acidity of the vinegar so much that it loses its ability to preserve. One tablespoon fresh tarragon leaves plus one cup vinegar (preferably white wine vinegar, champagne vinegar, or apple cider vinegar)",1 cup tarragon vinegar
tarragon vinegar,1 tablespoon tarragon dried + 1 cup white wine vinegar or champagne vinegar,"The category is: Vinegars. This popular herb vinegar is used to make Béarnaise sauce and vinaigrettes. It's easy to make at home. Just put one or two sprigs of clean, fresh tarragon in a bottle of warm white wine vinegar, tightly seal the bottle, and let it stand for at least a few days.The sprigs will eventually become bitter, so remove or replace them after a few weeks. Make sure that the vinegar you use has an acidity level of at least 5% (this information is given on the label). Don't add too much tarragon to the bottle, or you may reduce the acidity of the vinegar so much that it loses its ability to preserve. One teaspoon dried tarragon leaves plus one cup vinegar (preferably white wine vinegar, champagne vinegar, or apple cider vinegar)",1 cup tarragon vinegar
tart shell,1 pound barquette,The category is: Doughs.,1 pound tart shell
tasso,1 pound city ham,"The category is: Ham. This is a heavily smoked ham with a spicy, peppery rind.  It's often used in Cajun dishes.",1 pound tasso
tasso,1 pound Canadian bacon,"The category is: Ham. This is a heavily smoked ham with a spicy, peppery rind.  It's often used in Cajun dishes.",1 pound tasso
tat soi,1 pound mizuna,The category is: Salad Greens. This has an interesting spoon-like shape and a peppery flavor.,1 pound tat soi
tatume squash,1 pound zucchini,"The category is: Summer Squash. This Mexican variety looks like a pale zucchini, but it's a tad sweeter. Tatumas are sweeter than zucchini.",1 pound tatume squash
tayberry,1 pound blackberry,The category is: Berries.,1 pound tayberry
tea,1 cup coffee,"The category is: Tea. The five most common types are green, white, black, oolong and pu'erh.",1 cup tea
tea kettle,1 each electric kettle,The category is: Stovetop Equipment.,1 each tea kettle
tea kettle,1 each saucepans,The category is: Stovetop Equipment.,1 each tea kettle
teardrop tomato,1 pound cherry tomato,"The category is: Tomatoes. Like cherry tomatoes, these are great in salads and on crudité platters.",1 pound teardrop tomato
teardrop tomato,1 pound grape tomato,"The category is: Tomatoes. Like cherry tomatoes, these are great in salads and on crudité platters.",1 pound teardrop tomato
teewurst,1 pound mettwurst,"The category is: Cold Cuts. Germans like to spread this smoky ""tea sausage"" on crackers or bread at teatime. the spreadable kind",1 pound teewurst
teewurst,1 pound liverwurst,"The category is: Cold Cuts. Germans like to spread this smoky ""tea sausage"" on crackers or bread at teatime.",1 pound teewurst
teff,2 cups quinoa,"The category is: Other Grains. This Ethiopian staple is the world's smallest grain.  Since it's too tiny to process, teff isn't stripped of nutrients like other, more refined grains.  As a result, it's a nutritional powerhouse, especially rich in protein and calcium, and it's gluten-free.  It has a sweet, nutty flavor and is sometimes eaten as a hot breakfast cereal.  It comes in different colors that range from creamy white to reddish-brown. use twice as much",1 cup teff
teff flour,1 cup teff,The category is: Nonwheat Flours. Grind teff in a blender until it has the consistency of flour,1 cup teff flour
teff flour,1 cup wheat flour + 1 cup rye flour,The category is: Nonwheat Flours. For injera. Lacks distinctive flavor of teff flour.,1 cup teff flour
Teleme,1 pound Camembert,The category is: Soft Cheeses. This is an ancient Middle Eastern cheese made from goat or sheep's milk.,1 pound Teleme
Teleme,1 pound jack cheese,The category is: Soft Cheeses. This is an ancient Middle Eastern cheese made from goat or sheep's milk.,1 pound Teleme
tempeh,1 cup tofu,"The category is: Soy Products. This Indonesian meat substitute is made from soybeans and other grains that have been injected with a mold and allowed to ferment.   It's rich in protein and fiber and has a chewy texture and salty, nutty flavor.   Before using it, steam or simmer it for about twenty minutes.  Then use it just like tofu or  meat--either by marinating it and grilling or by crumbling it into pieces and frying them.   Look for tempeh among the frozen foods in supermarkets or in health food stores.  It will keep in the freezer for a few months, or in the refrigerator for about a week. This isn't as nutritious, chewy, or flavorful as tempeh",1 cup tempeh
tempeh,1 cup ground beef,"The category is: Soy Products. This Indonesian meat substitute is made from soybeans and other grains that have been injected with a mold and allowed to ferment.   It's rich in protein and fiber and has a chewy texture and salty, nutty flavor.   Before using it, steam or simmer it for about twenty minutes.  Then use it just like tofu or  meat--either by marinating it and grilling or by crumbling it into pieces and frying them.   Look for tempeh among the frozen foods in supermarkets or in health food stores.  It will keep in the freezer for a few months, or in the refrigerator for about a week.",1 cup tempeh
tempeh,1 cup seitan,"The category is: Soy Products. This Indonesian meat substitute is made from soybeans and other grains that have been injected with a mold and allowed to ferment.   It's rich in protein and fiber and has a chewy texture and salty, nutty flavor.   Before using it, steam or simmer it for about twenty minutes.  Then use it just like tofu or  meat--either by marinating it and grilling or by crumbling it into pieces and frying them.   Look for tempeh among the frozen foods in supermarkets or in health food stores.  It will keep in the freezer for a few months, or in the refrigerator for about a week.",1 cup tempeh
tempeh,1 cup textured soy protein,"The category is: Soy Products. This Indonesian meat substitute is made from soybeans and other grains that have been injected with a mold and allowed to ferment.   It's rich in protein and fiber and has a chewy texture and salty, nutty flavor.   Before using it, steam or simmer it for about twenty minutes.  Then use it just like tofu or  meat--either by marinating it and grilling or by crumbling it into pieces and frying them.   Look for tempeh among the frozen foods in supermarkets or in health food stores.  It will keep in the freezer for a few months, or in the refrigerator for about a week.",1 cup tempeh
tempura oil,0.5 cups soybean oil + 0.5 cups sesame oil,The cuisine is: Japanese. The category is: Oils & Cooking Sprays. blend equal parts sesame oil and soybean oil,1 cup tempura oil
tepin dried,1 pound pequin pepper dried,The category is: Dried Chile Peppers. These look a bit like large dried cranberries.  They're also sold fresh. They are very hot.,1 pound tepin dried
tepin dried,1 pound cascabel pepper - dried,The category is: Dried Chile Peppers. These look a bit like large dried cranberries.  They're also sold fresh. They are very hot.,1 pound tepin dried
tepin dried,1 pound cayenne pepper dried,The category is: Dried Chile Peppers. These look a bit like large dried cranberries.  They're also sold fresh. They are very hot.,1 pound tepin dried
tequila,1 ounce mezcal,"The category is: Other Liquors. This fiery liquor is produced in Mexico from the fermented sap of the blue agave cactus.  Mexicans like to drink it straight after licking salt from the back of their hands (which they squirt first with lime juice to help the salt adhere). Tequila is also used in several cocktails, including the Tequila Sunrise.  Gold tequilas and white tequilas are very similar.  Tequilas añejas are aged--and more expensive. The very finest tequilas are labeled ""100 percent blue agave.""  José Cuervo is a well-regarded brand.  Tequila should always be served ice cold. similar, but stronger-tasting",1 ounce tequila
tequila,1 ounce gin,"The category is: Other Liquors. This fiery liquor is produced in Mexico from the fermented sap of the blue agave cactus.  Mexicans like to drink it straight after licking salt from the back of their hands (which they squirt first with lime juice to help the salt adhere). Tequila is also used in several cocktails, including the Tequila Sunrise.  Gold tequilas and white tequilas are very similar.  Tequilas añejas are aged--and more expensive. The very finest tequilas are labeled ""100 percent blue agave.""  José Cuervo is a well-regarded brand.  Tequila should always be served ice cold.",1 ounce tequila
tequila,1 ounce white rum,"The category is: Other Liquors. This fiery liquor is produced in Mexico from the fermented sap of the blue agave cactus.  Mexicans like to drink it straight after licking salt from the back of their hands (which they squirt first with lime juice to help the salt adhere). Tequila is also used in several cocktails, including the Tequila Sunrise.  Gold tequilas and white tequilas are very similar.  Tequilas añejas are aged--and more expensive. The very finest tequilas are labeled ""100 percent blue agave.""  José Cuervo is a well-regarded brand.  Tequila should always be served ice cold.",1 ounce tequila
tequila,1 ounce vodka,"The category is: Other Liquors. This fiery liquor is produced in Mexico from the fermented sap of the blue agave cactus.  Mexicans like to drink it straight after licking salt from the back of their hands (which they squirt first with lime juice to help the salt adhere). Tequila is also used in several cocktails, including the Tequila Sunrise.  Gold tequilas and white tequilas are very similar.  Tequilas añejas are aged--and more expensive. The very finest tequilas are labeled ""100 percent blue agave.""  José Cuervo is a well-regarded brand.  Tequila should always be served ice cold.",1 ounce tequila
Tete de Moine,1 pound Comte,The category is: Semi-Firm Cheeses. This is a very pungent Swiss cow's milk cheese.,1 pound Tete de Moine
textured soy protein,1 cup tempeh,"The category is: Soy Products. This is a healthy ground meat substitute made from defatted soy flour.  It comes as dried or frozen flakes, granules, or chunks, and it has a chewy, meaty texture when it's cooked.  The flavor's a bit bland, so it works best in well-seasoned dishes like chili and sloppy joes.  Some brands are beef or chicken-flavored.   Look for it in health food stores.",1 cup textured soy protein
textured soy protein,1 cup firm tofu,"The category is: Soy Products. This is a healthy ground meat substitute made from defatted soy flour.  It comes as dried or frozen flakes, granules, or chunks, and it has a chewy, meaty texture when it's cooked.  The flavor's a bit bland, so it works best in well-seasoned dishes like chili and sloppy joes.  Some brands are beef or chicken-flavored.   Look for it in health food stores. Cut it into slabs and then freeze and thaw them to give the tofu a chewier texture.  Alternatively, crumble the tofu into small pieces and bake it until it's dry.",1 cup textured soy protein
textured soy protein,1 cup seitan,"The category is: Soy Products. This is a healthy ground meat substitute made from defatted soy flour.  It comes as dried or frozen flakes, granules, or chunks, and it has a chewy, meaty texture when it's cooked.  The flavor's a bit bland, so it works best in well-seasoned dishes like chili and sloppy joes.  Some brands are beef or chicken-flavored.   Look for it in health food stores.",1 cup textured soy protein
textured soy protein,1 cup ground beef,"The category is: Soy Products. This is a healthy ground meat substitute made from defatted soy flour.  It comes as dried or frozen flakes, granules, or chunks, and it has a chewy, meaty texture when it's cooked.  The flavor's a bit bland, so it works best in well-seasoned dishes like chili and sloppy joes.  Some brands are beef or chicken-flavored.   Look for it in health food stores.",1 cup textured soy protein
Thai basil,1 cup basil,The category is: Asian Herbs. Thai basil has purple stems and flowers.  It has a milder flavor than holy basil.,1 cup Thai basil
Thai basil,1 cup mint,The category is: Asian Herbs. Thai basil has purple stems and flowers.  It has a milder flavor than holy basil.,1 cup Thai basil
Thai chili pepper - fresh,1 pound chile de árbol dried,The category is: Fresh Chile Peppers. These are extremely hot.,1 pound Thai chili pepper - fresh
Thai chili pepper - fresh,1 pound cayenne pepper - fresh,The category is: Fresh Chile Peppers. These are extremely hot.,1 pound Thai chili pepper - fresh
Thai chili pepper - fresh,1 pound jalapeno pepper,The category is: Fresh Chile Peppers. These are extremely hot. not as hot,1 pound Thai chili pepper - fresh
Thai chili pepper - fresh,1 pound Serrano pepper,The category is: Fresh Chile Peppers. These are extremely hot. not as hot,1 pound Thai chili pepper - fresh
Thai eggplant,1 pound pea eggplants,"The category is: Eggplants. These golf-ball sized eggplants are more bitter than American eggplants. They come in different colors, but they're usually green with yellow or white striations. They're often used in hot chile or curry dishes. Remove the bitter seeds before using. smaller, more bitter",1 pound Thai eggplant
Thailand long bean,1 pound yard-long bean,The cuisine is: Thailand. The category is: Snap Beans.,1 pound Thailand long bean
Thai noodles,1 pound rice vermicelli,"The cuisine is: Asian. The category is: Asian Noodles. Thai cooks use rice noodles of various sizes, as well as bean threads and Chinese egg noodles.",1 pound Thai noodles
Thai noodles,1 pound bean stick,"The cuisine is: Asian. The category is: Asian Noodles. Thai cooks use rice noodles of various sizes, as well as bean threads and Chinese egg noodles.",1 pound Thai noodles
Thai noodles,1 pound Chinese wheat noodles,"The cuisine is: Asian. The category is: Asian Noodles. Thai cooks use rice noodles of various sizes, as well as bean threads and Chinese egg noodles.",1 pound Thai noodles
Thai purple sticky rice,1 cup glutinous rice,"The category is: Rice. This turns a rich dark purple when cooked. The color bleeds, so it's best to pair it with other dark ingredients. Thai cooks often use it in desserts.",1 cup Thai purple sticky rice
Thai sweet soy sauce,1 cup Maggi's seasoning sauce,The cuisine is: Thai. The category is: Asian condiments.,1 cup Thai sweet soy sauce
Thai sweet soy sauce,1 cup mushroom soy sauce,The cuisine is: Thai. The category is: Asian condiments.,1 cup Thai sweet soy sauce
Thai sweet soy sauce,1 cup dark soy sauce,The cuisine is: Thai. The category is: Asian condiments.,1 cup Thai sweet soy sauce
Thai sweet soy sauce,3 cups soy sauce + 1 cup dark brown sugar,The cuisine is: Thai. The category is: Asian condiments. Three parts soy sauce plus one part brown sugar,4 cups Thai sweet soy sauce
ThickenThin™,1 cup corn starch,"The category is: Other Thickeners. This thickener has no calories, fat, or carbohydrates.  It's great for thickening gravies, sauces, and soups, but it won't set up sufficiently to make puddings or custards. A little goes a long way, so use about half as much as you would a starch thickener.",1 cup ThickenThin™
thimbleberry,1 pound raspberry,The category is: Berries.,1 pound thimbleberry
thin rice sticks,1 pound bean threads,"The category is: Asian Rice Noodles. These are used throughout Asian in soups, spring rolls, cold salads, and stir-fries.  They're similar to bean threads, only they're longer and made with rice flour instead of mung bean starch.  Before using, soak the dried noodles in hot water until they're soft (about 15 minutes), then boil them briefly (from 1 to 3 minutes) and rinse with hot water. You can also deep-fry the dried noodles until they're crunchy and then use them in Chinese chicken salad, or as a garnish or bed for sauces.",1 pound thin rice sticks
thin rice sticks,1 pound rice noodles flat,"The category is: Asian Rice Noodles. These are used throughout Asian in soups, spring rolls, cold salads, and stir-fries.  They're similar to bean threads, only they're longer and made with rice flour instead of mung bean starch.  Before using, soak the dried noodles in hot water until they're soft (about 15 minutes), then boil them briefly (from 1 to 3 minutes) and rinse with hot water. You can also deep-fry the dried noodles until they're crunchy and then use them in Chinese chicken salad, or as a garnish or bed for sauces. wider",1 pound thin rice sticks
thin rice sticks,1 pound vermicelli,"The category is: Asian Rice Noodles. These are used throughout Asian in soups, spring rolls, cold salads, and stir-fries.  They're similar to bean threads, only they're longer and made with rice flour instead of mung bean starch.  Before using, soak the dried noodles in hot water until they're soft (about 15 minutes), then boil them briefly (from 1 to 3 minutes) and rinse with hot water. You can also deep-fry the dried noodles until they're crunchy and then use them in Chinese chicken salad, or as a garnish or bed for sauces.",1 pound thin rice sticks
Thompson seedless grapes,1 pound flame seedless grapes,The category is: Table Grapes. This is a sweet green table grape. It is also commonly used for making raisins.,1 pound Thompson seedless grapes
Thompson seedless grapes,1 pound Cotton Candy™ grapes,The category is: Table Grapes. This is a sweet green table grape. It is also commonly used for making raisins.,1 pound Thompson seedless grapes
thousand-year egg,2 ounces salted duck egg,The category is: Eggs.,2 ounces thousand-year egg
thousand-year egg,2 ounces pickled eggs,The category is: Eggs.,2 ounces thousand-year egg
thuringer,1 pound cotto salami,The category is: Cold Cuts. This is a mild summer sausage that's made of pork and sometimes beef.,1 pound thuringer
thuringer,1 pound summer sausage,The category is: Cold Cuts. This is a mild summer sausage that's made of pork and sometimes beef.,1 pound thuringer
thyme,1 tablespoon herbes de Provence,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful. This blend contains thyme.",1 tablespoon thyme
thyme,1 tablespoon poultry seasoning,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful. This blend contains thyme.",1 tablespoon thyme
thyme,1 tablespoon Italian seasoning,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful. This blend contains thyme.",1 tablespoon thyme
thyme,1 tablespoon savory,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
thyme,1 tablespoon marjoram,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
thyme,1 tablespoon oregano,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
thyme,1 tablespoon sage,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
thyme,1 tablespoon rosemary,"The category is: European Herbs. This herb is widely used in Mediterranean countries to flavor stews and meat sauces.  It's often used in combination with other herbs, like rosemary, parsley, and oregano.  Use dried thyme only in a pinch--fresh thyme is far more flavorful.",1 tablespoon thyme
tia to,1 cup shiso,"The category is: Asian Herbs. These leaves are purple on one side and green on the other.  They have a pleasant, peppery flavor that tastes a bit like cinnamon.  Vietnamese cooks often add them to soups at the last minute.",1 cup tia to
tia to,1 cup sweet Asian basil,"The category is: Asian Herbs. These leaves are purple on one side and green on the other.  They have a pleasant, peppery flavor that tastes a bit like cinnamon.  Vietnamese cooks often add them to soups at the last minute.",1 cup tia to
Tientsin fen pi,1 pound bean threads,"The cuisine is: Chinese. The category is: Other Asian Noodles. These thin round sheets resemble rice paper, but they're made with mung bean starch and used as noodles.  Before cooking, soak them in hot water until they're soft, then cut them into noodles.",1 pound Tientsin fen pi
Tientsin fen pi,1 pound rice sticks,"The cuisine is: Chinese. The category is: Other Asian Noodles. These thin round sheets resemble rice paper, but they're made with mung bean starch and used as noodles.  Before cooking, soak them in hot water until they're soft, then cut them into noodles.",1 pound Tientsin fen pi
tilapia,1 pound red snapper,"The category is: Lean, Firm-textured Fish. flakier texture",1 pound tilapia
tilapia,1 pound Chilean sea bass,"The category is: Lean, Firm-textured Fish.",1 pound tilapia
tilapia,1 pound flounder,"The category is: Lean, Firm-textured Fish.",1 pound tilapia
tilapia,1 pound sole,"The category is: Lean, Firm-textured Fish.",1 pound tilapia
tilapia,1 pound orange roughy,"The category is: Lean, Firm-textured Fish.",1 pound tilapia
tilapia,1 pound ocean perch,"The category is: Lean, Firm-textured Fish.",1 pound tilapia
ti leaves,1 each corn husks,The cuisine is: Polynesian. The category is: Food Wrappers. South Pacific islanders use these to wrap food and to line the imu pits in which they roast pigs. for covering imus,1 each ti leaves
ti leaves,1 each aluminum foil,The cuisine is: Polynesian. The category is: Food Wrappers. South Pacific islanders use these to wrap food and to line the imu pits in which they roast pigs. for covering roasts,1 each ti leaves
ti leaves,1 each banana leaves,The cuisine is: Polynesian. The category is: Food Wrappers. South Pacific islanders use these to wrap food and to line the imu pits in which they roast pigs.,1 each ti leaves
tilefish,1 pound drums,"The category is: Other Fatty, Flaky-textured Fish.",1 pound tilefish
tilefish,1 pound mahi-mahi,"The category is: Other Fatty, Flaky-textured Fish.",1 pound tilefish
tilefish,1 pound Sea bass,"The category is: Other Fatty, Flaky-textured Fish.",1 pound tilefish
tilefish,1 pound halibut,"The category is: Other Fatty, Flaky-textured Fish.",1 pound tilefish
tilefish,1 pound cod,"The category is: Other Fatty, Flaky-textured Fish.",1 pound tilefish
Tilsit,1 pound Havarti,The category is: Semi-Soft Cheeses. This is a good sandwich cheese. It is made from cow's milk. not as flavorful,1 pound Tilsit
Tilsit,1 pound jack cheese,The category is: Semi-Soft Cheeses. This is a good sandwich cheese. It is made from cow's milk.,1 pound Tilsit
Tilsit,1 pound Esrom,The category is: Semi-Soft Cheeses. This is a good sandwich cheese. It is made from cow's milk. more pungent,1 pound Tilsit
Tilsit,1 pound Gouda,The category is: Semi-Soft Cheeses. This is a good sandwich cheese. It is made from cow's milk.,1 pound Tilsit
Tilsit,1 pound mahon,The category is: Semi-Soft Cheeses. This is a good sandwich cheese. It is made from cow's milk.,1 pound Tilsit
tinda,1 pound summer squash,The category is: Summer Squash.,1 pound tinda
tinda,1 pound opo squash,The category is: Summer Squash.,1 pound tinda
tinda,1 pound zucchini,The category is: Summer Squash.,1 pound tinda
tinda,1 pound winter squash,The category is: Summer Squash.,1 pound tinda
Tiramisu,1 pint Kahlúa,"The cuisine is: Italian. The category is: Chocolate Liqueurs. Like the dessert, this liqueur has both chocolate and coffee flavors.",1 pint Tiramisu
toaster,1 each toaster oven,The category is: Baking Equipment.,1 each toaster
toaster oven,1 each toaster,The category is: Baking Equipment. For slices of bread.,1 each toaster oven
tofu,1 cup tempeh,"The category is: Soy Products. Tofu is cheap, high in protein, low in fat, and very versatile.  You can eat it raw or cooked, but it's bland by itself and tastes best if it's allowed to absorb other flavors.  There are several varieties of raw tofu, each with different moisture contents.   Silken and soft tofu are relatively moist, and best suited for making shakes, dips, and dressings.  Regular tofu has some of the moisture drained away, and it's best for scrambling or using like cheese in casseroles.  Firm, extra-firm, and pressed tofus are even drier, so they absorb other flavors better and hold their shape in stir-fries and on the grill.  Tofu is also available smoked, pickled, flavored, baked, and deep-fat fried.",1 cup tofu
tofu,1 cup seitan,"The category is: Soy Products. Tofu is cheap, high in protein, low in fat, and very versatile.  You can eat it raw or cooked, but it's bland by itself and tastes best if it's allowed to absorb other flavors.  There are several varieties of raw tofu, each with different moisture contents.   Silken and soft tofu are relatively moist, and best suited for making shakes, dips, and dressings.  Regular tofu has some of the moisture drained away, and it's best for scrambling or using like cheese in casseroles.  Firm, extra-firm, and pressed tofus are even drier, so they absorb other flavors better and hold their shape in stir-fries and on the grill.  Tofu is also available smoked, pickled, flavored, baked, and deep-fat fried.",1 cup tofu
tofu,1 cup textured soy protein,"The category is: Soy Products. Tofu is cheap, high in protein, low in fat, and very versatile.  You can eat it raw or cooked, but it's bland by itself and tastes best if it's allowed to absorb other flavors.  There are several varieties of raw tofu, each with different moisture contents.   Silken and soft tofu are relatively moist, and best suited for making shakes, dips, and dressings.  Regular tofu has some of the moisture drained away, and it's best for scrambling or using like cheese in casseroles.  Firm, extra-firm, and pressed tofus are even drier, so they absorb other flavors better and hold their shape in stir-fries and on the grill.  Tofu is also available smoked, pickled, flavored, baked, and deep-fat fried.",1 cup tofu
tofu,1 cup chicken,"The category is: Soy Products. Tofu is cheap, high in protein, low in fat, and very versatile.  You can eat it raw or cooked, but it's bland by itself and tastes best if it's allowed to absorb other flavors.  There are several varieties of raw tofu, each with different moisture contents.   Silken and soft tofu are relatively moist, and best suited for making shakes, dips, and dressings.  Regular tofu has some of the moisture drained away, and it's best for scrambling or using like cheese in casseroles.  Firm, extra-firm, and pressed tofus are even drier, so they absorb other flavors better and hold their shape in stir-fries and on the grill.  Tofu is also available smoked, pickled, flavored, baked, and deep-fat fried.",1 cup tofu
tofu noodles,1 pound tofu,"The category is: Other Asian Noodles. These chewy noodles look like a pack of rubber bands, but they're made from compressed tofu and packed with protein and nutrients.  They're usually served in salads, soups, or stir-fries.  Look for them in the refrigerated or frozen foods section of Asian markets.  Dried tofu noodles are also available; before using, soak them in water mixed with baking soda until they soften, then rinse.  Don't confuse these with bean curd skin noodles, which are darker and chewier. Cut into small cubes",1 pound tofu noodles
tofurky,1 pound UnTurkey,The category is: Poultry. A tofu and seitan substitute.,1 pound tofurky
tofu sour cream,1 cup soy yogurt,"The category is: Soy Products. This made with tofu, and it's lower in fat and more nutritious than ordinary sour cream.   Look for it in health food stores.",1 cup tofu sour cream
tofu sour cream,1 cup soy mayonnaise,"The category is: Soy Products. This made with tofu, and it's lower in fat and more nutritious than ordinary sour cream.   Look for it in health food stores.",1 cup tofu sour cream
togarashi,1 ounce cayenne pepper - ground,The category is: Asian Herb & Spice Mixes.,1 ounce togarashi
togarashi,1 ounce red chile powder,The category is: Asian Herb & Spice Mixes.,1 ounce togarashi
tomatillo,1 each green tomato + 1 dash lemon juice,"The category is: Other Vegetables. Tomatillos look like small green tomatoes encased in a papery husk, though they're not true tomatoes.They're pleasantly tart, and principally used to make Mexican salsas, particularly salsa verde. They're good raw, but many cooks cook them briefly in order to enhance their flavor. Frozen tomatillos are good substitutes for fresh. Store fresh ones in the refrigerator for up to a month, or cook them and freeze them.",1 each tomatillo
tomatillo,1 pound Cape gooseberry,"The category is: Other Vegetables. Tomatillos look like small green tomatoes encased in a papery husk, though they're not true tomatoes.They're pleasantly tart, and principally used to make Mexican salsas, particularly salsa verde. They're good raw, but many cooks cook them briefly in order to enhance their flavor. Frozen tomatillos are good substitutes for fresh. Store fresh ones in the refrigerator for up to a month, or cook them and freeze them.",1 pound tomatillo
tomatoes canned,6 ounces tomato paste,"The category is: European condiments. Canned tomatoes include whole peeled, diced or crushed. They usually contain seeds. They may need to be strained to remove the seeds and extra water. Strain the canned tomatoes.",12 ounces tomatoes canned
tomato juice,1 cup tomato sauce + 1 cup water,The category is: Juices. To make your own: See the Tomato Juice Recipe posted on Recipesource.com. equal parts tomato sauce and water,1 cup tomato juice
tomato juice,1 cup water + 1 cup tomato puree,The category is: Juices. To make your own: See the Tomato Juice Recipe posted on Recipesource.com. equal parts tomato purée and water,1 cup tomato juice
tomato paste,8 ounces tomato sauce,"The category is: European condiments. Tomato past is made by reducing tomatoes to a thick paste and filtering out the skins and seeds. Use twice as much, but compensate by reducing another liquid in recipe. Tomato sauce has salt, pepper, and other seasonings added; tomato paste includes only salt.",4 ounces tomato paste
tomato paste,12 ounces tomatoes canned strained,The category is: European condiments. Tomato past is made by reducing tomatoes to a thick paste and filtering out the skins and seeds.,6 ounces tomato paste
tomato paste,8 ounces tomato puree,"The category is: European condiments. Tomato past is made by reducing tomatoes to a thick paste and filtering out the skins and seeds. Use twice as much, but compensate by reducing another liquid in recipe. Tomato puree is unseasoned, while tomato paste has salt added.",4 ounces tomato paste
tomato paste,1 ounce ketchup,The category is: European condiments. Tomato past is made by reducing tomatoes to a thick paste and filtering out the skins and seeds.,1 ounce tomato paste
